POSTAL_CODE,AREA,TOWN,PROVINCE
6302,East Poblacion,Alburquerque,Bohol
6302,Ponong,Alburquerque,Bohol
6302,San Agustin,Alburquerque,Bohol
6302,Santa Filomena,Alburquerque,Bohol
6302,Tagbuane,Alburquerque,Bohol
6302,Toril,Alburquerque,Bohol
6302,West Poblacion,Alburquerque,Bohol
3507,Abbeg,Alcala,Cagayan
3507,Afusing Bato,Alcala,Cagayan
3507,Afusing Daga,Alcala,Cagayan
3507,Agani,Alcala,Cagayan
2425,Anulid,Alcala,Pangasinan
2425,Atainan,Alcala,Pangasinan
3507,Baculod,Alcala,Cagayan
3507,Baybayog,Alcala,Cagayan
2425,Bersamin,Alcala,Pangasinan
3507,Cabuluan,Alcala,Cagayan
3507,Calantac,Alcala,Cagayan
2425,Canarvacanan,Alcala,Pangasinan
3507,Carallangan,Alcala,Cagayan
2425,Caranglaan,Alcala,Pangasinan
3507,Centro Norte (Pob.),Alcala,Cagayan
3507,Centro Su(Pob.),Alcala,Cagayan
2425,Curareng,Alcala,Pangasinan
3507,Dalaoig,Alcala,Cagayan
3507,Damurog,Alcala,Cagayan
2425,Gualsic,Alcala,Pangasinan
3507,Jurisdiction,Alcala,Cagayan
2425,Kasikis,Alcala,Pangasinan
2425,Laoac,Alcala,Pangasinan
2425,Macayo,Alcala,Pangasinan
3507,Malalatan,Alcala,Cagayan
3507,Maraburab,Alcala,Cagayan
3507,Masin,Alcala,Cagayan
3507,Pagbangkeruan,Alcala,Cagayan
3507,Pared,Alcala,Cagayan
3507,Piggatan,Alcala,Cagayan
2425,Pindangan Centro,Alcala,Pangasinan
2425,Pindangan East,Alcala,Pangasinan
2425,Pindangan West,Alcala,Pangasinan
3507,Pinopoc,Alcala,Cagayan
2425,Poblacion East,Alcala,Pangasinan
2425,Poblacion West,Alcala,Pangasinan
3507,Pussian,Alcala,Cagayan
3507,San Esteban,Alcala,Cagayan
2425,San Juan,Alcala,Pangasinan
2425,San Nicolas,Alcala,Pangasinan
2425,San Pedro Apartado,Alcala,Pangasinan
2425,San Pedro Ili,Alcala,Pangasinan
2425,San VIcente,Alcala,Pangasinan
3507,Tamban,Alcala,Cagayan
3507,Tupang,Alcala,Cagayan
2425,Vacante,Alcala,Pangasinan
5509,Bagsik,Alcantara,Romblon
5509,Bonlao,Alcantara,Romblon
5509,Calagonsao,Alcantara,Romblon
5509,Camili,Alcantara,Romblon
5509,Camod-Om,Alcantara,Romblon
5509,Gui-Ob,Alcantara,Romblon
5509,Lawan,Alcantara,Romblon
5509,Madalag,Alcantara,Romblon
5509,Poblacion,Alcantara,Romblon
5509,San Isidro,Alcantara,Romblon
5509,San Roque,Alcantara,Romblon
5509,Tugdan,Alcantara,Romblon
6023,Atabay,Alcoy,Cebu
6023,Daan-Lungsod,Alcoy,Cebu
6023,Guiwang,Alcoy,Cebu
6023,Nug-As,Alcoy,Cebu
6023,Pasol,Alcoy,Cebu
6023,Poblacion,Alcoy,Cebu
6023,Pugalo,Alcoy,Cebu
6023,San Agustin,Alcoy,Cebu
8425,Alipao,Alegria,Surigao del Norte
8425,Anahaw,Alegria,Surigao del Norte
8425,Budlingin,Alegria,Surigao del Norte
8425,Camp Eduard (Geotina),Alegria,Surigao del Norte
6030,Compostela,Alegria,Cebu
8425,Ferlda,Alegria,Surigao del Norte
8425,Gamuton,Alegria,Surigao del Norte
6030,Guadalupe,Alegria,Cebu
8425,Julio Ouano (Pob.),Alegria,Surigao del Norte
6030,Legaspi,Alegria,Cebu
6030,Lepanto,Alegria,Cebu
6030,Madridejos,Alegria,Cebu
6030,Montpeller,Alegria,Cebu
8425,Ombong,Alegria,Surigao del Norte
6030,Poblacion,Alegria,Cebu
8425,Poblacion (Alegria),Alegria,Surigao del Norte
8425,Pongtud,Alegria,Surigao del Norte
8425,San Juan,Alegria,Surigao del Norte
8425,San Pedro,Alegria,Surigao del Norte
6030,Santa Filomena,Alegria,Cebu
6030,Valencia,Alegria,Cebu
9415,Bagolibas,Aleosan,Cotabato
9415,Cawilihan,Aleosan,Cotabato
9415,Dualing,Aleosan,Cotabato
9415,Dunguan,Aleosan,Cotabato
9415,Katalicanan,Aleosan,Cotabato
9415,Lawili,Aleosan,Cotabato
9415,Lowemingading,Aleosan,Cotabato
9415,Luanan,Aleosan,Cotabato
9415,Malapang,Aleosan,Cotabato
9415,New Leon,Aleosan,Cotabato
9415,New Panay,Aleosan,Cotabato
9415,Pagangan,Aleosan,Cotabato
9415,Palacat,Aleosan,Cotabato
9415,Pentil,Aleosan,Cotabato
9415,San Mateo,Aleosan,Cotabato
9415,Santa Cruz,Aleosan,Cotabato
9415,Tapodoc,Aleosan,Cotabato
9415,Tomado,Aleosan,Cotabato
9415,Upper mingading,Aleosan,Cotabato
4123,Amuyong,Alfonso,Cavite
4123,Barangay I (Pob.),Alfonso,Cavite
4123,Barangay II (Pob.),Alfonso,Cavite
4123,Barangay III (Pob.),Alfonso,Cavite
4123,Barangay IV (Pob.),Alfonso,Cavite
4123,Barangay V (Pob.),Alfonso,Cavite
4123,Bilog,Alfonso,Cavite
4123,Buck Estate,Alfonso,Cavite
4123,Esperanza Ibaba,Alfonso,Cavite
4123,Esperanza Ilaya,Alfonso,Cavite
4123,Kaysuyo,Alfonso,Cavite
4123,Kaytitinga I,Alfonso,Cavite
4123,Kaytitinga II,Alfonso,Cavite
4123,Kaytitinga III,Alfonso,Cavite
4123,Luksuhin,Alfonso,Cavite
4123,Luksuhin Ilaya,Alfonso,Cavite
4123,Mangas I,Alfonso,Cavite
4123,Mangas II,Alfonso,Cavite
4123,Marahan I,Alfonso,Cavite
4123,Marahan II,Alfonso,Cavite
4123,Matagbak I,Alfonso,Cavite
4123,Matagbak II,Alfonso,Cavite
4123,Pajo,Alfonso,Cavite
4123,Palumlum,Alfonso,Cavite
4123,Santa Teresa,Alfonso,Cavite
4123,Sikat,Alfonso,Cavite
4123,Sinaliw Malaki,Alfonso,Cavite
4123,Sinaliw Na Munti,Alfonso,Cavite
4123,Sulsugin,Alfonso,Cavite
4123,Taywanak Ibaba,Alfonso,Cavite
4123,Taywanak Ilaya,Alfonso,Cavite
4123,Upli,Alfonso,Cavite
3714,Abuyo,Alfonso Castaneda,Nueva Vizcaya
3714,Cauayan,Alfonso Castaneda,Nueva Vizcaya
3714,Galintuja,Alfonso Castaneda,Nueva Vizcaya
3714,Lipuga,Alfonso Castaneda,Nueva Vizcaya
3714,Lublub (Pob.),Alfonso Castaneda,Nueva Vizcaya
3714,Pelaway,Alfonso Castaneda,Nueva Vizcaya
3608,Bangar,Alfonso Lista,Ifugao
3608,Busilac,Alfonso Lista,Ifugao
3608,Calimag,Alfonso Lista,Ifugao
3608,Calupaan,Alfonso Lista,Ifugao
3608,Caragasan,Alfonso Lista,Ifugao
3608,Dolowog,Alfonso Lista,Ifugao
3608,Kiling,Alfonso Lista,Ifugao
3608,Laya,Alfonso Lista,Ifugao
3608,Little Tadian,Alfonso Lista,Ifugao
3608,Namillangan,Alfonso Lista,Ifugao
3608,Namnama,Alfonso Lista,Ifugao
3608,Ngileb,Alfonso Lista,Ifugao
3608,Pinto,Alfonso Lista,Ifugao
3608,Poblacion,Alfonso Lista,Ifugao
3608,San Jose,Alfonso Lista,Ifugao
3608,San Juan,Alfonso Lista,Ifugao
3608,San Marcos,Alfonso Lista,Ifugao
3608,San Quintin,Alfonso Lista,Ifugao
3608,Santa Maria,Alfonso Lista,Ifugao
3608,Santo Domingo (Cabicalan),Alfonso Lista,Ifugao
3111,Betes,Aliaga,Nueva Ecija
3111,Bibiclat,Aliaga,Nueva Ecija
3111,Bucot,Aliaga,Nueva Ecija
3111,La Purisima,Aliaga,Nueva Ecija
3111,Macabucod,Aliaga,Nueva Ecija
3111,Magsaysay,Aliaga,Nueva Ecija
3111,Pantoc,Aliaga,Nueva Ecija
3111,Poblacion Centro,Aliaga,Nueva Ecija
3111,Poblacion East I,Aliaga,Nueva Ecija
3111,Poblacion East II,Aliaga,Nueva Ecija
3111,Poblacion West III,Aliaga,Nueva Ecija
3111,Poblacion West IV,Aliaga,Nueva Ecija
3111,San Carlos,Aliaga,Nueva Ecija
3111,San Emiliano,Aliaga,Nueva Ecija
3111,San Eustacio,Aliaga,Nueva Ecija
3111,San Felipe Bata,Aliaga,Nueva Ecija
3111,San Felipe Matanda,Aliaga,Nueva Ecija
3111,San Juan,Aliaga,Nueva Ecija
3111,San Pablo Bata,Aliaga,Nueva Ecija
3111,San Pablo Matanda,Aliaga,Nueva Ecija
3111,Santa Monica,Aliaga,Nueva Ecija
3111,Santiago,Aliaga,Nueva Ecija
3111,Santo Rosario,Aliaga,Nueva Ecija
3111,Santo Tomas,Aliaga,Nueva Ecija
3111,Sunson,Aliaga,Nueva Ecija
3111,Umangan,Aliaga,Nueva Ecija
7040,Alegria,Alicia,Zamboanga Sibugay
3306,Amistad,Alicia,Isabela
3306,Antonino (Pob.),Alicia,Isabela
3306,Apanay,Alicia,Isabela
3306,Aurora,Alicia,Isabela
3306,Bagnos,Alicia,Isabela
7040,Bagong Buhay,Alicia,Zamboanga Sibugay
3306,Bagong Sikat,Alicia,Isabela
3306,Bantug-Petines,Alicia,Isabela
7040,Bella,Alicia,Zamboanga Sibugay
3306,Bonifacio,Alicia,Isabela
3306,Burgos,Alicia,Isabela
6314,Cabatang,Alicia,Bohol
6314,Cagongcagong,Alicia,Bohol
7040,Calades,Alicia,Zamboanga Sibugay
3306,Calaocan (Pob.),Alicia,Isabela
3306,Callao,Alicia,Isabela
6314,Cambaol,Alicia,Bohol
6314,Cayacay,Alicia,Bohol
7040,Concepcion,Alicia,Zamboanga Sibugay
3306,Dagupan,Alicia,Isabela
7040,Dawa-Dawa,Alicia,Zamboanga Sibugay
6314,Del Monte,Alicia,Bohol
7040,Gulayon,Alicia,Zamboanga Sibugay
7040,Ilisan,Alicia,Zamboanga Sibugay
3306,Inanama,Alicia,Isabela
7040,Kapatagan,Alicia,Zamboanga Sibugay
6314,Katipunan,Alicia,Bohol
7040,Kauswagan,Alicia,Zamboanga Sibugay
7040,Kawayan,Alicia,Zamboanga Sibugay
6314,La Hacienda,Alicia,Bohol
7040,La Paz,Alicia,Zamboanga Sibugay
7040,Lambuyogan,Alicia,Zamboanga Sibugay
7040,Lapirawan,Alicia,Zamboanga Sibugay
3306,Linglingay,Alicia,Isabela
7040,Litayon,Alicia,Zamboanga Sibugay
7040,Lutiman,Alicia,Zamboanga Sibugay
3306,M.H. Del Pilar,Alicia,Isabela
3306,Mabini,Alicia,Isabela
3306,Magsaysay (Pob.),Alicia,Isabela
6314,Mahayag,Alicia,Bohol
3306,Mataas Na Kahoy,Alicia,Isabela
7040,Milagrosa (Baluno),Alicia,Zamboanga Sibugay
7040,Naga-Naga,Alicia,Zamboanga Sibugay
6314,Napo,Alicia,Bohol
3306,Paddad,Alicia,Isabela
6314,Pagahat,Alicia,Bohol
7040,Pandan-Pandan,Alicia,Zamboanga Sibugay
7040,Payongan,Alicia,Zamboanga Sibugay
7040,Poblacion,Alicia,Zamboanga Sibugay
6314,Poblacion (Calingganay),Alicia,Bohol
6314,Progreso,Alicia,Bohol
6314,Putlongcam,Alicia,Bohol
3306,Rizal,Alicia,Isabela
3306,Rizaluna,Alicia,Isabela
3306,Salvacion,Alicia,Isabela
3306,San Antonio (Pob.),Alicia,Isabela
3306,San Fernando,Alicia,Isabela
3306,San Francisco,Alicia,Isabela
3306,San Juan,Alicia,Isabela
3306,San Pablo,Alicia,Isabela
3306,San Pedro,Alicia,Isabela
3306,Santa Cruz,Alicia,Isabela
3306,Santa Maria,Alicia,Isabela
7040,Santa Maria,Alicia,Zamboanga Sibugay
3306,Santo Domingo,Alicia,Isabela
7040,Santo Ni¿o,Alicia,Zamboanga Sibugay
3306,Santo Tomas,Alicia,Isabela
6314,Sudlon (Omhor),Alicia,Bohol
7040,Talaptap,Alicia,Zamboanga Sibugay
7040,Tampalan,Alicia,Zamboanga Sibugay
7040,Tandiong Muslim,Alicia,Zamboanga Sibugay
7040,Timbang-Timbang,Alicia,Zamboanga Sibugay
6314,Untaga,Alicia,Bohol
3306,Victoria,Alicia,Isabela
3306,Zamora,Alicia,Isabela
2716,Alilem Daya (Pob.),Alilem,Ilocos Sur
2716,Amilongan,Alilem,Ilocos Sur
2716,Anaao,Alilem,Ilocos Sur
2716,Apang,Alilem,Ilocos Sur
2716,Apaya,Alilem,Ilocos Sur
2716,Batbato,Alilem,Ilocos Sur
2716,Daddaay,Alilem,Ilocos Sur
2716,Dalawa,Alilem,Ilocos Sur
2716,Kiat,Alilem,Ilocos Sur
5028,Abang-Abang,Alimodian,Iloilo
5028,Agsing,Alimodian,Iloilo
5028,Atabay,Alimodian,Iloilo
5028,Ba-Ong,Alimodian,Iloilo
5028,Bagsakan,Alimodian,Iloilo
5028,Baguingin-Lanot,Alimodian,Iloilo
5028,Bagumbayan-Ilajas,Alimodian,Iloilo
5028,Balabago,Alimodian,Iloilo
5028,Ban-Ag,Alimodian,Iloilo
5028,Bancal,Alimodian,Iloilo
5028,Binalud,Alimodian,Iloilo
5028,Bugang,Alimodian,Iloilo
5028,Buhay,Alimodian,Iloilo
5028,Bulod,Alimodian,Iloilo
5028,Cabacanan Proper,Alimodian,Iloilo
5028,Cabacanan Rizal,Alimodian,Iloilo
5028,Cagay,Alimodian,Iloilo
5028,Coline,Alimodian,Iloilo
5028,Coline-Dalag,Alimodian,Iloilo
5028,Cunsad,Alimodian,Iloilo
5028,Cuyad,Alimodian,Iloilo
5028,Dalid,Alimodian,Iloilo
5028,Dao,Alimodian,Iloilo
5028,Gines,Alimodian,Iloilo
5028,Ginomoy,Alimodian,Iloilo
5028,Ingwan,Alimodian,Iloilo
5028,Laylayan,Alimodian,Iloilo
5028,Lico,Alimodian,Iloilo
5028,Luan-Luan,Alimodian,Iloilo
5028,Malamboy-Bondolan,Alimodian,Iloilo
5028,Malamhay,Alimodian,Iloilo
5028,Mambawi,Alimodian,Iloilo
5028,Manasa,Alimodian,Iloilo
5028,Manduyog,Alimodian,Iloilo
5028,Pajo,Alimodian,Iloilo
5028,Pianda-An Norte,Alimodian,Iloilo
5028,Pianda-An Sur,Alimodian,Iloilo
5028,Poblacion,Alimodian,Iloilo
5028,Punong,Alimodian,Iloilo
5028,Quinaspan,Alimodian,Iloilo
5028,Sinamay,Alimodian,Iloilo
5028,Sulong,Alimodian,Iloilo
5028,Taban-Manguining,Alimodian,Iloilo
5028,Tabug,Alimodian,Iloilo
5028,Tarug,Alimodian,Iloilo
5028,Tugaslon,Alimodian,Iloilo
5028,Ubodan,Alimodian,Iloilo
5028,Ugbo,Alimodian,Iloilo
5028,Ulay-Bugang,Alimodian,Iloilo
5028,Ulay-Hinablan,Alimodian,Iloilo
5028,Umingan,Alimodian,Iloilo
4205,Balagbag,Alitagtag,Batangas
4205,Concepcion,Alitagtag,Batangas
4205,Concordia,Alitagtag,Batangas
4205,Dalipit East,Alitagtag,Batangas
4205,Dalipit West,Alitagtag,Batangas
4205,Dominadoeast,Alitagtag,Batangas
4205,Dominadowest,Alitagtag,Batangas
4205,Munlawin Norte,Alitagtag,Batangas
4205,Munlawin Sur,Alitagtag,Batangas
4205,Muzon Primero,Alitagtag,Batangas
4205,Muzon Segundo,Alitagtag,Batangas
4205,Pinagkurusan,Alitagtag,Batangas
4205,Ping-As,Alitagtag,Batangas
4205,Poblacion East,Alitagtag,Batangas
4205,Poblacion West,Alitagtag,Batangas
4205,San Jose,Alitagtag,Batangas
4205,San Juan,Alitagtag,Batangas
4205,Santa Cruz,Alitagtag,Batangas
4205,Tadlac,Alitagtag,Batangas
3523,Bessang,Allacapan,Cagayan
3523,Binobongan,Allacapan,Cagayan
3523,Bulo,Allacapan,Cagayan
3523,Burot,Allacapan,Cagayan
3523,Capagaran (Brigida),Allacapan,Cagayan
3523,Capalutan,Allacapan,Cagayan
3523,Capanickian Norte,Allacapan,Cagayan
3523,Capanickian Sur,Allacapan,Cagayan
3523,Cataratan,Allacapan,Cagayan
3523,Centro East (Pob.),Allacapan,Cagayan
3523,Centro West (Pob.),Allacapan,Cagayan
3523,Daan-Ili,Allacapan,Cagayan
3523,Dagupan,Allacapan,Cagayan
3523,Dalayap,Allacapan,Cagayan
3523,Gagaddangan,Allacapan,Cagayan
3523,Iringan,Allacapan,Cagayan
3523,Labben,Allacapan,Cagayan
3523,Maluyo,Allacapan,Cagayan
3523,Mapurao,Allacapan,Cagayan
3523,Matucay,Allacapan,Cagayan
3523,Nagattatan,Allacapan,Cagayan
3523,Pacac,Allacapan,Cagayan
3523,San Juan (Maguininango),Allacapan,Cagayan
3523,Silangan,Allacapan,Cagayan
3523,Tamboli,Allacapan,Cagayan
3523,Tubel,Allacapan,Cagayan
3523,Utan,Allacapan,Cagayan
6405,Alejandro VIllage (Santiago),Allen,Northern Samar
6405,Bonifacio,Allen,Northern Samar
6405,Cabacungan,Allen,Northern Samar
6405,Calarayan,Allen,Northern Samar
6405,Frederic,Allen,Northern Samar
6405,Guin-Arawayan,Allen,Northern Samar
6405,Imelda,Allen,Northern Samar
6405,Jubasan,Allen,Northern Samar
6405,Kinabranan Zone I (Pob.),Allen,Northern Samar
6405,Kinabranan Zone II (Pob.),Allen,Northern Samar
6405,Kinaguitman,Allen,Northern Samar
6405,Lagundi,Allen,Northern Samar
6405,Lipata,Allen,Northern Samar
6405,Lo-Oc,Allen,Northern Samar
6405,Londres,Allen,Northern Samar
6405,Sabang Zone I (Pob.),Allen,Northern Samar
6405,Sabang Zone II (Pob.),Allen,Northern Samar
6405,Santa Rita,Allen,Northern Samar
6405,Tasvilla,Allen,Northern Samar
6405,Victoria,Allen,Northern Samar
6724,Bacjao,Almagro,Samar
6724,Biasong I,Almagro,Samar
6724,Biasong II,Almagro,Samar
6724,Costa Rica,Almagro,Samar
6724,Costa Rica II,Almagro,Samar
6724,Guin-Ansan,Almagro,Samar
6724,Imelda (Badjang),Almagro,Samar
6724,Kerikite,Almagro,Samar
6724,Lunang I (Look),Almagro,Samar
6724,Lunang II,Almagro,Samar
6724,Mabuhay,Almagro,Samar
6724,Magsaysay,Almagro,Samar
6724,Malobago,Almagro,Samar
6724,Marasbaras,Almagro,Samar
6724,Panjobjoban I,Almagro,Samar
6724,Panjobjoban II,Almagro,Samar
6724,Poblacion,Almagro,Samar
6724,Ro¿o,Almagro,Samar
